#nid,label,prop1,prop2,prop3,start,end
683,person,,low,neg,4,7
683,person,,low,neg,9,11
683,person,,low,neg,13,14
683,person,,low,neg,15,18
683,person,,low,neg,20,23
683,person,,low,neg,24,25
683,person,,low,neg,27,28
683,person,,low,neg,31,32
683,person,,low,pos,33,36
683,person,,low,neg,37,39
683,person,,low,neg,40,42
683,person,,low,neg,43,46
683,person,,low,neg,48,49
684,person,,low,neg,1,2
684,person,,low,neg,3,4
684,person,,low,neg,5,8
684,person,,low,neg,9,10
684,person,,low,neg,12,14
684,person,,low,neg,16,19
684,person,,low,neg,20,21
684,person,,low,neg,22,25
684,person,,low,neg,28,30
684,person,,low,neg,32,33
684,person,,low,neg,34,37
684,person,,low,neg,38,41
684,person,,low,neg,44,47
684,person,,low,neg,48,50
685,person,,low,neg,1,2
685,person,,low,neg,3,5
685,person,,low,neg,7,9
685,person,,low,pos,11,13
685,person,,low,neg,14,15
685,person,,low,neg,16,18
685,person,,low,neg,19,21
685,person,,low,neg,22,24
685,person,,low,neg,25,26
685,person,,low,neg,27,28
685,person,,low,neg,31,33
685,person,,low,neg,34,35
685,person,,low,neg,36,39
685,person,,low,neg,40,42
685,person,,low,neg,43,44
685,person,,low,neg,45,48
685,person,,low,neg,49,50
686,person,,high,neg,2,3
686,person,,high,neg,4,7
686,person,,high,neg,8,10
686,person,,high,neg,13,16
686,person,,high,neg,19,20
686,person,,high,neg,22,23
686,person,,high,neg,25,27
686,person,,high,neg,28,29
686,person,,high,neg,30,32
686,person,,high,neg,33,35
686,person,,high,neg,37,39
686,person,,high,neg,40,41
686,person,,high,neg,44,45
686,person,,high,neg,46,48
686,person,,high,neg,49,51
687,person,,low,neg,1,4
687,person,,low,neg,5,6
687,person,,low,neg,7,8
687,person,,low,neg,11,13
687,person,,low,neg,14,17
687,person,,low,neg,18,21
687,person,,low,neg,25,27
687,person,,low,neg,28,30
687,person,,low,neg,34,36
687,person,,low,neg,37,38
687,person,,low,neg,39,42
687,person,,low,neg,44,45
687,person,,low,neg,46,49
688,person,,low,neg,1,2
688,person,,low,pos,3,4
688,person,,low,neg,5,7
688,person,,low,neg,8,9
688,person,,low,neg,11,14
688,person,,low,neg,15,16
688,person,,low,neg,17,19
688,person,,low,neg,20,23
688,person,,low,neg,24,26
688,person,,low,neg,27,30
688,person,,low,neg,31,34
688,person,,low,neg,35,36
688,person,,low,neg,39,42
688,person,,low,neg,44,46
689,person,,high,neg,1,2
689,person,,high,neg,3,4
689,person,,high,neg,5,6
689,person,,high,neg,7,10
689,person,,high,neg,13,16
689,person,,high,neg,17,19
689,person,,high,neg,20,21
689,person,,high,neg,22,24
689,person,,high,neg,26,29
689,person,,high,neg,30,32
689,person,,high,neg,33,34
689,person,,high,neg,35,38
689,person,,high,neg,39,42
689,person,,high,neg,43,45
689,person,,high,neg,46,47
689,person,,high,neg,48,51
690,person,,low,neg,1,4
690,person,,low,neg,5,6
690,person,,low,neg,8,11
690,person,,low,neg,12,14
690,person,,low,pos,16,19
690,person,,low,neg,21,22
690,person,,low,neg,23,24
690,person,,low,neg,25,27
690,person,,low,neg,28,30
690,person,,low,neg,31,33
690,person,,low,neg,34,36
690,person,,low,neg,37,40
690,person,,low,neg,41,43
691,person,,high,neg,1,2
691,person,,high,neg,3,5
691,person,,high,neg,6,9
691,person,,high,neg,10,12
691,person,,high,neg,13,15
691,person,,high,neg,16,17
691,person,,high,neg,18,19
691,person,,high,neg,20,21
691,person,,high,neg,22,23
691,person,,high,neg,24,25
691,person,,high,neg,27,29
691,person,,high,neg,31,34
691,person,,high,neg,36,37
691,person,,high,neg,38,39
691,person,,high,neg,40,41
691,person,,high,neg,42,43
691,person,,high,neg,44,45
691,person,,high,neg,47,48
692,person,,low,neg,1,2
692,person,,low,neg,3,4
692,person,,low,neg,5,6
692,person,,low,neg,9,12
692,person,,low,neg,13,14
692,person,,low,neg,15,18
692,person,,low,pos,19,20
692,person,,low,neg,21,22
692,person,,low,neg,23,26
692,person,,low,neg,29,32
692,person,,low,neg,33,34
692,person,,low,neg,35,37
692,person,,low,neg,42,43
692,person,,low,neg,46,49
693,person,,high,neg,1,4
693,person,,high,neg,5,6
693,person,,high,neg,8,10
693,person,,high,neg,12,15
693,person,,high,neg,18,19
693,person,,high,neg,20,22
693,person,,high,neg,24,26
693,person,,high,neg,27,30
693,person,,high,neg,31,34
693,person,,high,neg,35,37
693,person,,high,neg,38,40
693,person,,high,neg,41,42
693,person,,high,neg,43,45
693,person,,high,neg,47,50
694,person,,low,neg,1,2
694,person,,low,neg,3,5
694,person,,low,neg,8,11
694,person,,low,neg,12,13
694,person,,low,neg,14,15
694,person,,low,neg,16,17
694,person,,low,neg,18,20
694,person,,low,neg,21,23
694,person,,low,neg,24,25
694,person,,low,neg,26,27
694,person,,low,neg,28,30
694,person,,low,neg,32,34
694,person,,low,neg,35,36
694,person,,low,neg,38,39
694,person,,low,neg,40,42
694,person,,low,neg,43,46
694,person,,low,pos,48,49
695,person,,low,neg,1,2
695,person,,low,neg,3,4
695,person,,low,neg,5,7
695,person,,low,neg,8,11
695,person,,low,neg,12,13
695,person,,low,neg,14,17
695,person,,low,neg,18,21
695,person,,low,neg,23,25
695,person,,low,neg,27,29
695,person,,low,neg,30,31
695,person,,low,neg,34,35
695,person,,low,neg,36,38
695,person,,low,neg,41,43
695,person,,low,neg,45,46
695,person,,low,neg,47,50
696,person,,low,neg,2,4
696,person,,low,neg,5,8
696,person,,low,neg,9,12
696,person,,low,neg,14,16
696,person,,low,neg,17,18
696,person,,low,neg,20,22
696,person,,low,neg,23,26
696,person,,low,neg,28,30
696,person,,low,neg,31,33
696,person,,low,neg,34,37
696,person,,low,neg,38,41
696,person,,low,neg,42,43
696,person,,low,neg,44,45
696,person,,low,neg,46,47
696,person,,low,neg,48,49
697,person,,high,neg,1,4
697,person,,high,pos,5,7
697,person,,high,neg,8,10
697,person,,high,neg,11,13
697,person,,high,neg,14,16
697,person,,high,neg,18,19
697,person,,high,neg,20,23
697,person,,high,neg,25,27
697,person,,high,neg,28,29
697,person,,high,neg,30,32
697,person,,high,neg,33,36
697,person,,high,neg,39,40
697,person,,high,neg,42,45
697,person,,high,neg,46,48
698,person,,low,neg,2,4
698,person,,low,neg,5,7
698,person,,low,neg,9,11
698,person,,low,neg,13,16
698,person,,low,neg,17,18
698,person,,low,neg,19,20
698,person,,low,neg,21,23
698,person,,low,neg,24,26
698,person,,low,neg,27,29
698,person,,low,neg,31,32
698,person,,low,neg,33,34
698,person,,low,neg,35,37
698,person,,low,neg,38,41
698,person,,low,pos,42,44
698,person,,low,neg,45,47
699,person,,low,neg,2,3
699,person,,low,neg,4,6
699,person,,low,neg,7,8
699,person,,low,neg,10,11
699,person,,low,neg,12,13
699,person,,low,neg,14,15
699,person,,low,neg,16,17
699,person,,low,neg,18,19
699,person,,low,neg,20,21
699,person,,low,neg,22,24
699,person,,low,neg,25,27
699,person,,low,neg,28,30
699,person,,low,neg,31,33
699,person,,low,neg,34,36
699,person,,low,neg,37,39
699,person,,low,neg,41,42
699,person,,low,neg,47,48
700,person,,low,neg,2,3
700,person,,low,neg,4,7
700,person,,low,neg,8,10
700,person,,low,neg,12,14
700,person,,low,neg,17,18
700,person,,low,neg,19,21
700,person,,low,neg,24,26
700,person,,low,neg,27,29
700,person,,low,neg,30,32
700,person,,low,neg,34,36
700,person,,low,neg,38,39
700,person,,low,neg,40,41
700,person,,low,neg,46,49
701,person,,high,neg,2,4
701,person,,high,neg,5,7
701,person,,high,neg,10,14
701,person,,high,neg,15,16
701,person,,high,neg,17,18
701,person,,high,neg,19,22
701,person,,high,neg,23,24
701,person,,high,neg,25,26
701,person,,high,neg,28,29
701,person,,high,neg,30,33
701,person,,high,neg,36,38
701,person,,high,neg,40,42
701,person,,high,neg,43,45
701,person,,high,neg,47,48
702,person,,low,neg,1,3
702,person,,low,neg,8,10
702,person,,low,neg,11,12
702,person,,low,neg,13,15
702,person,,low,neg,17,18
702,person,,low,neg,20,22
702,person,,low,neg,23,25
702,person,,low,neg,26,27
702,person,,low,neg,28,29
702,person,,low,neg,30,31
702,person,,low,neg,32,34
702,person,,low,neg,35,36
702,person,,low,neg,38,41
702,person,,low,neg,44,45
702,person,,low,neg,47,49
703,person,,low,neg,1,4
703,person,,low,neg,6,8
703,person,,low,neg,9,11
703,person,,low,neg,14,16
703,person,,low,neg,20,23
703,person,,low,neg,24,26
703,person,,low,pos,27,29
703,person,,low,neg,32,34
703,person,,low,neg,35,37
703,person,,low,neg,38,39
703,person,,low,neg,40,43
703,person,,low,neg,44,46
703,person,,low,neg,47,48
704,person,,high,neg,1,2
704,person,,high,neg,3,5
704,person,,high,neg,6,9
704,person,,high,neg,10,11
704,person,,high,neg,14,15
704,person,,high,neg,16,17
704,person,,high,neg,18,20
704,person,,high,neg,21,23
704,person,,high,neg,24,26
704,person,,high,neg,27,29
704,person,,high,neg,30,32
704,person,,high,neg,33,34
704,person,,high,neg,35,37
704,person,,high,neg,38,39
704,person,,high,pos,40,41
704,person,,high,neg,44,45
704,person,,high,neg,46,47
704,person,,high,neg,48,50
705,person,,low,pos,1,2
705,person,,low,neg,3,5
705,person,,low,neg,7,8
705,person,,low,neg,9,12
705,person,,low,neg,13,15
705,person,,low,neg,16,17
705,person,,low,neg,20,22
705,person,,low,neg,23,24
705,person,,low,pos,25,26
705,person,,low,neg,27,28
705,person,,low,neg,29,32
705,person,,low,neg,33,34
705,person,,low,neg,36,37
705,person,,low,neg,38,39
705,person,,low,pos,40,43
705,person,,low,neg,44,46
705,person,,low,neg,48,51
706,person,,low,neg,1,3
706,person,,low,neg,4,5
706,person,,low,neg,6,7
706,person,,low,neg,8,11
706,person,,low,neg,12,14
706,person,,low,neg,16,18
706,person,,low,neg,20,21
706,person,,low,neg,22,24
706,person,,low,neg,26,27
706,person,,low,neg,29,32
706,person,,low,neg,33,36
706,person,,low,neg,37,39
706,person,,low,neg,40,41
706,person,,low,neg,43,45
706,person,,low,neg,47,49
707,person,,low,neg,1,2
707,person,,low,neg,3,5
707,person,,low,neg,7,9
707,person,,low,neg,10,11
707,person,,low,neg,13,15
707,person,,low,neg,17,19
707,person,,low,pos,20,21
707,person,,low,neg,22,24
707,person,,low,neg,25,27
707,person,,low,neg,29,32
707,person,,low,neg,33,35
707,person,,low,neg,36,39
707,person,,low,neg,41,44
707,person,,low,neg,45,46
707,person,,low,neg,47,48
708,person,,low,pos,1,4
708,person,,low,neg,6,7
708,person,,low,neg,8,9
708,person,,low,neg,10,11
708,person,,low,neg,12,14
708,person,,low,neg,15,17
708,person,,low,pos,18,20
708,person,,low,neg,21,22
708,person,,low,neg,23,25
708,person,,low,neg,26,29
708,person,,low,neg,30,31
708,person,,low,neg,35,36
708,person,,low,neg,37,39
708,person,,low,pos,40,41
708,person,,low,neg,42,44
708,person,,low,neg,45,48
708,person,,low,neg,49,50
709,person,,low,neg,1,3
709,person,,low,neg,4,5
709,person,,low,neg,7,8
709,person,,low,neg,9,12
709,person,,low,neg,13,15
709,person,,low,neg,16,18
709,person,,low,neg,21,24
709,person,,low,neg,25,26
709,person,,low,neg,29,32
709,person,,low,neg,35,37
709,person,,low,neg,38,40
709,person,,low,neg,41,42
709,person,,low,neg,45,46
709,person,,low,neg,47,50
710,person,,low,neg,1,3
710,person,,low,neg,4,7
710,person,,low,neg,9,10
710,person,,low,neg,11,12
710,person,,low,neg,13,16
710,person,,low,neg,17,18
710,person,,low,neg,20,22
710,person,,low,neg,23,25
710,person,,low,neg,28,31
710,person,,low,neg,32,33
710,person,,low,neg,35,38
710,person,,low,neg,40,42
710,person,,low,neg,43,46
710,person,,low,neg,48,51
711,person,,low,neg,1,2
711,person,,low,neg,3,5
711,person,,low,neg,7,10
711,person,,low,neg,11,14
711,person,,low,neg,16,17
711,person,,low,neg,18,19
711,person,,low,neg,20,21
711,person,,low,neg,22,24
711,person,,low,neg,25,27
711,person,,low,neg,29,30
711,person,,low,neg,31,33
711,person,,low,neg,34,35
711,person,,low,neg,36,38
711,person,,low,neg,39,40
711,person,,low,neg,41,43
711,person,,low,neg,44,46
711,person,,low,neg,47,48
711,person,,low,neg,49,51
712,person,,low,neg,1,3
712,person,,low,neg,4,5
712,person,,low,neg,6,9
712,person,,low,neg,11,14
712,person,,low,neg,15,18
712,person,,low,neg,19,22
712,person,,low,neg,23,25
712,person,,low,neg,26,28
712,person,,low,neg,29,30
712,person,,low,neg,31,33
712,person,,low,neg,34,35
712,person,,low,neg,36,39
712,person,,low,neg,41,44
712,person,,low,neg,45,46
712,person,,low,neg,47,49
713,person,,low,neg,1,3
713,person,,low,neg,4,6
713,person,,low,neg,9,12
713,person,,low,neg,13,14
713,person,,low,neg,15,16
713,person,,low,neg,17,18
713,person,,low,neg,19,20
713,person,,low,neg,21,24
713,person,,low,neg,25,27
713,person,,low,pos,28,30
713,person,,low,neg,31,33
713,person,,low,neg,34,35
713,person,,low,neg,36,38
713,person,,low,neg,39,40
713,person,,low,neg,41,43
713,person,,low,pos,45,47
713,person,,low,neg,48,51
714,person,,low,neg,2,3
714,person,,low,neg,7,8
714,person,,low,neg,9,10
714,person,,low,neg,11,14
714,person,,low,neg,15,17
714,person,,low,neg,19,20
714,person,,low,pos,21,23
714,person,,low,neg,26,27
714,person,,low,neg,28,30
714,person,,low,neg,31,33
714,person,,low,neg,34,37
714,person,,low,neg,38,39
714,person,,low,neg,40,42
714,person,,low,neg,44,46
714,person,,low,neg,47,49
715,person,,low,pos,1,4
715,person,,low,neg,7,8
715,person,,low,neg,9,10
715,person,,low,neg,11,14
715,person,,low,neg,16,19
715,person,,low,neg,20,22
715,person,,low,neg,24,25
715,person,,low,neg,26,28
715,person,,low,neg,30,33
715,person,,low,neg,34,36
715,person,,low,neg,37,40
715,person,,low,neg,42,45
715,person,,low,neg,46,48
716,person,,low,neg,1,2
716,person,,low,neg,3,5
716,person,,low,neg,6,7
716,person,,low,neg,8,11
716,person,,low,neg,12,13
716,person,,low,neg,14,16
716,person,,low,neg,17,19
716,person,,low,pos,20,23
716,person,,low,neg,25,27
716,person,,low,neg,29,30
716,person,,low,neg,32,33
716,person,,low,neg,34,35
716,person,,low,neg,38,40
716,person,,low,neg,41,42
716,person,,low,neg,44,46
717,person,,high,neg,1,3
717,person,,high,neg,4,5
717,person,,high,neg,7,9
717,person,,high,neg,10,11
717,person,,high,neg,13,16
717,person,,high,neg,17,19
717,person,,high,neg,21,24
717,person,,high,neg,25,28
717,person,,high,neg,29,31
717,person,,high,neg,32,35
717,person,,high,neg,36,39
717,person,,high,neg,40,42
717,person,,high,neg,43,46
717,person,,high,neg,47,48
718,person,,low,neg,1,3
718,person,,low,neg,8,9
718,person,,low,neg,10,11
718,person,,low,pos,13,16
718,person,,low,neg,18,19
718,person,,low,neg,20,22
718,person,,low,pos,25,28
718,person,,low,neg,29,31
718,person,,low,neg,33,36
718,person,,low,neg,37,38
718,person,,low,neg,39,42
718,person,,low,neg,43,44
718,person,,low,neg,45,47
718,person,,low,neg,48,49
719,person,,low,neg,1,2
719,person,,low,neg,6,9
719,person,,low,neg,10,11
719,person,,low,neg,12,13
719,person,,low,neg,14,15
719,person,,low,neg,16,17
719,person,,low,neg,18,20
719,person,,low,neg,21,22
719,person,,low,neg,23,25
719,person,,low,neg,26,28
719,person,,low,neg,30,31
719,person,,low,neg,32,33
719,person,,low,neg,34,35
719,person,,low,neg,36,38
719,person,,low,neg,39,41
719,person,,low,neg,42,44
719,person,,low,neg,45,46
719,person,,low,neg,48,51
720,person,,low,neg,1,2
720,person,,low,neg,3,4
720,person,,low,neg,5,6
720,person,,low,neg,8,9
720,person,,low,neg,11,14
720,person,,low,neg,16,18
720,person,,low,neg,20,21
720,person,,low,neg,25,26
720,person,,low,neg,27,28
720,person,,low,neg,29,30
720,person,,low,neg,31,33
720,person,,low,neg,34,35
720,person,,low,neg,37,39
720,person,,low,neg,42,44
720,person,,low,neg,45,48
720,person,,low,neg,49,50
721,person,,low,neg,2,5
721,person,,low,neg,11,13
721,person,,low,neg,14,16
721,person,,low,neg,20,21
721,person,,low,neg,23,25
721,person,,low,neg,26,28
721,person,,low,neg,29,31
721,person,,low,neg,32,33
721,person,,low,neg,34,35
721,person,,low,neg,37,38
721,person,,low,neg,40,41
721,person,,low,neg,43,44
721,person,,low,neg,45,48
722,person,,low,neg,1,4
722,person,,low,neg,5,7
722,person,,low,neg,9,10
722,person,,low,neg,12,14
722,person,,low,neg,15,18
722,person,,low,neg,19,21
722,person,,low,neg,23,24
722,person,,low,neg,25,27
722,person,,low,neg,28,29
722,person,,low,neg,30,32
722,person,,low,neg,34,36
722,person,,low,neg,37,38
722,person,,low,neg,40,43
722,person,,low,neg,44,46
722,person,,low,neg,47,49
723,person,,low,neg,1,3
723,person,,low,pos,6,7
723,person,,low,neg,8,11
723,person,,low,neg,12,13
723,person,,low,neg,15,17
723,person,,low,neg,18,21
723,person,,low,neg,22,24
723,person,,low,neg,26,28
723,person,,low,neg,31,33
723,person,,low,neg,35,37
723,person,,low,neg,38,41
723,person,,low,neg,42,44
723,person,,low,neg,45,48
723,person,,low,neg,49,50
724,person,,high,neg,2,3
724,person,,high,neg,4,7
724,person,,high,neg,8,9
724,person,,high,neg,10,12
724,person,,high,neg,13,15
724,person,,high,neg,17,19
724,person,,high,neg,20,21
724,person,,high,neg,23,24
724,person,,high,neg,25,27
724,person,,high,neg,29,30
724,person,,high,neg,31,34
724,person,,high,neg,36,37
724,person,,high,neg,38,39
724,person,,high,neg,40,43
724,person,,high,neg,45,47
724,person,,high,neg,48,51
725,person,,low,neg,1,2
725,person,,low,neg,3,4
725,person,,low,neg,5,6
725,person,,low,neg,7,10
725,person,,low,neg,11,12
725,person,,low,neg,13,14
725,person,,low,neg,17,19
725,person,,low,neg,21,22
725,person,,low,neg,23,24
725,person,,low,neg,25,27
725,person,,low,neg,29,31
725,person,,low,neg,32,33
725,person,,low,neg,34,36
725,person,,low,neg,38,40
725,person,,low,neg,42,43
725,person,,low,neg,44,46
725,person,,low,neg,47,48
726,person,,low,neg,1,2
726,person,,low,neg,3,5
726,person,,low,neg,6,8
726,person,,low,neg,9,11
726,person,,low,neg,13,15
726,person,,low,neg,16,17
726,person,,low,neg,19,21
726,person,,low,neg,25,28
726,person,,low,neg,29,31
726,person,,low,neg,32,33
726,person,,low,neg,35,36
726,person,,low,neg,39,41
726,person,,low,neg,42,44
726,person,,low,neg,46,48
726,person,,low,neg,49,51
727,person,,low,neg,2,5
727,person,,low,neg,6,7
727,person,,low,neg,9,11
727,person,,low,neg,12,14
727,person,,low,neg,16,17
727,person,,low,neg,18,19
727,person,,low,neg,20,21
727,person,,low,neg,22,24
727,person,,low,neg,25,27
727,person,,low,neg,29,31
727,person,,low,pos,32,34
727,person,,low,neg,35,36
727,person,,low,neg,37,39
727,person,,low,neg,40,43
727,person,,low,neg,44,45
727,person,,low,neg,46,47
728,person,,low,neg,1,3
728,person,,low,neg,4,5
728,person,,low,neg,6,7
728,person,,low,neg,8,10
728,person,,low,neg,11,13
728,person,,low,neg,14,16
728,person,,low,neg,17,19
728,person,,low,neg,20,21
728,person,,low,neg,22,25
728,person,,low,neg,26,27
728,person,,low,neg,28,29
728,person,,low,neg,30,32
728,person,,low,neg,33,36
728,person,,low,neg,37,39
728,person,,low,neg,40,42
728,person,,low,neg,43,44
728,person,,low,neg,46,49
729,person,,low,neg,2,4
729,person,,low,neg,5,6
729,person,,low,neg,7,10
729,person,,low,neg,11,12
729,person,,low,neg,13,14
729,person,,low,neg,15,17
729,person,,low,neg,18,20
729,person,,low,neg,21,22
729,person,,low,neg,24,25
729,person,,low,neg,26,28
729,person,,low,neg,31,32
729,person,,low,neg,33,36
729,person,,low,neg,37,39
729,person,,low,neg,40,42
729,person,,low,neg,43,44
729,person,,low,neg,45,47
729,person,,low,neg,48,49
730,person,,low,neg,1,4
730,person,,low,neg,5,6
730,person,,low,neg,7,8
730,person,,low,neg,9,11
730,person,,low,neg,13,16
730,person,,low,neg,17,18
730,person,,low,neg,19,20
730,person,,low,neg,21,23
730,person,,low,neg,24,27
730,person,,low,neg,28,30
730,person,,low,neg,31,32
730,person,,low,neg,34,36
730,person,,low,neg,37,39
730,person,,low,neg,40,42
730,person,,low,neg,43,44
730,person,,low,neg,45,46
730,person,,low,neg,47,49
731,person,,low,neg,1,3
731,person,,low,neg,5,6
731,person,,low,neg,8,9
731,person,,low,neg,10,12
731,person,,low,neg,13,16
731,person,,low,neg,18,21
731,person,,low,neg,22,24
731,person,,low,neg,25,26
731,person,,low,neg,27,30
731,person,,low,neg,31,32
731,person,,low,neg,33,34
731,person,,low,neg,35,36
731,person,,low,neg,37,38
731,person,,low,neg,39,41
731,person,,low,neg,44,46
731,person,,low,neg,47,49
732,person,,low,neg,4,6
732,person,,low,neg,7,8
